"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"1","Khayelitsha was created by white people, and the spread of coronavirus it will be a disaster to black people",FALSE,0,NA,2020-03-29 19:22:27,FALSE,NA,"1244344185660022784",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","BlackCulture_HM",0,FALSE,FALSE,NA,NA
"2","RT @mitsyarty: Apparently if you voted conservative on 12th December, you don't care about the suffering the coronavirus has brought to the…",FALSE,0,NA,2020-03-29 19:22:27,FALSE,NA,"1244344185643204608",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","grieve51166",252,TRUE,FALSE,NA,NA
"3","Breaking : India reports 115 new cases of coronavirus and 5 new deaths.

A total of 1,139 cases and 29 deaths.",FALSE,0,NA,2020-03-29 19:22:27,FALSE,NA,"1244344185630515201",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","mvmeet",0,FALSE,FALSE,NA,NA
"4","RT @trump_noodle: <U+0001F525>Birx EXPOSES MSMs LIES &amp; fear mongering to Americans

<U+0001F525>”To implicate to Americans that if they need a hospital bed/ vent…",FALSE,0,NA,2020-03-29 19:22:27,FALSE,NA,"1244344185550966790",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","KQuinnKQ",1172,TRUE,FALSE,NA,NA
"5","RT @DonaldJTrumpJr: Can someone remind me what Pelosi &amp; Dems were focused on when the Coronavirus pandemic began?

Oh that's right, 100% of…",FALSE,0,NA,2020-03-29 19:22:27,FALSE,NA,"1244344185446182912",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Hal71496139",1669,TRUE,FALSE,NA,NA
"6","RT @washingtonpost: Japan uses targeted coronavirus testing; South Korea goes big. The U.S. faces a choice. https://t.co/eCZ4OIl228",FALSE,0,NA,2020-03-29 19:22:27,FALSE,NA,"1244344184925859840",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","BillUminski",93,TRUE,FALSE,NA,NA
"7","RT @kamaalrkhan: It’s my review of #CoronaVirus and #China Plan! Watch n RT please!! https://t.co/EdFGRGxiea via @YouTube",FALSE,0,NA,2020-03-29 19:22:27,FALSE,NA,"1244344184921710592",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SharayAbdullah",67,TRUE,FALSE,NA,NA
"8","RT @RealCandaceO: I haven’t formed any conclusions about the #coronavirus. I’m just asking questions. 

If you aren’t asking questions afte…",FALSE,0,NA,2020-03-29 19:22:27,FALSE,NA,"1244344184808456192",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","nomeeli",3938,TRUE,FALSE,NA,NA
"9","RT @Knowledge9nro: @BNODesk COVID-19 New Cases From 1st March to 29th March | Coronavirus Bar Chart Race #CoronaUpdate
https://t.co/U6F5GLD…",FALSE,0,NA,2020-03-29 19:22:27,FALSE,NA,"1244344184808435712",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ImranQu99206969",76,TRUE,FALSE,NA,NA
"10","<U+270A><U+270A><U+270A><U+270A>Nordstrom is sewing more than 100,000 face masks for health care workers

https://t.co/THlHQ3jDZM",FALSE,0,NA,2020-03-29 19:22:27,FALSE,NA,"1244344184779177986",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SteeleMason17",0,FALSE,FALSE,NA,NA
"11","RT @genebsperling: Everyone of us should read this. Not politics. Just humanity. We did many of these things right - which we feel so good…",FALSE,0,NA,2020-03-29 19:22:27,FALSE,NA,"1244344184775024650",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","chrisdidato",21,TRUE,FALSE,NA,NA
"12","RT @karenstevensuk: Please share? #CatsOfTwitter #StrayCats #FeralCats #coronavirus #Covid_19 https://t.co/n0Yl7TsXpP",FALSE,0,NA,2020-03-29 19:22:27,FALSE,NA,"1244344184514871296",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","orangejuiq",46,TRUE,FALSE,NA,NA
"13","RT @Daniels14Lynne: Tis an ill wind that blows no good and the kindness+the compassion that the Coronavirus has generated bears testimony t…",FALSE,0,NA,2020-03-29 19:22:27,FALSE,NA,"1244344184435163136",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","klei_wilton",7,TRUE,FALSE,NA,NA
"14","RT @paulkrugman: America's response to the coronavirus is the worst in the world, which is shocking and has a lot to do with a leader who i…",FALSE,0,NA,2020-03-29 19:22:27,FALSE,NA,"1244344184422760450",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","chasj1948",12660,TRUE,FALSE,NA,NA
"15","RT @thehill: Health insurance premiums could skyrocket by 40 percent due to coronavirus: analysis https://t.co/0HAzYsZynA https://t.co/yog9…",FALSE,0,NA,2020-03-29 19:22:27,FALSE,NA,"1244344184351358977",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","sexyfacts4u",21,TRUE,FALSE,NA,NA
"16","RT @chrisjollyhale: The first US death from the coronavirus was February 29. The 1000th death was Thursday. The 2000th death was today.",FALSE,0,NA,2020-03-29 19:22:27,FALSE,NA,"1244344184351358976",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","forward2thepast",14727,TRUE,FALSE,NA,NA
"17","RT @AIIAmericanGirI: Guy Fieri Heads a New Initiative to Help Restaurant Workers Displaced By the Wuhan Coronavirus https://t.co/VO2QKi7yg8…",FALSE,0,NA,2020-03-29 19:22:26,FALSE,NA,"1244344184326238209",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ElaineM51231146",2,TRUE,FALSE,NA,NA
"18","RT @mog7546: A HARROWING PHOTO Of COVID-19 Victims To Show How Horrifying The Outbreak Is

#TrumpGenocide

Inside a truck at an ambulance b…",FALSE,0,NA,2020-03-29 19:22:26,FALSE,NA,"1244344184292675584",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","escecami",1,TRUE,FALSE,NA,NA
"19","RT @mog7546: Queen Elizabeth's Footman Reportedly Tests Positive for Coronavirus

A royal footman -- a man who is reportedly in REGULAR CON…",FALSE,0,NA,2020-03-29 19:22:26,FALSE,NA,"1244344184284139520",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","OsloWarrior17",11,TRUE,FALSE,NA,NA
"20","RT @DonaldJTrumpJr: Can someone remind me what Pelosi &amp; Dems were focused on when the Coronavirus pandemic began?

Oh that's right, 100% of…",FALSE,0,NA,2020-03-29 19:22:26,FALSE,NA,"1244344184137449474",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jigsawdeal",1669,TRUE,FALSE,NA,NA
"21","RT @adriandt31: BREAKING:
Dr. Fauci Tells CNN He Expects “Between 100,000 and 200,000” Coronavirus Deaths in US “Based on What We’re Seeing…",FALSE,0,NA,2020-03-29 19:22:26,FALSE,NA,"1244344184099627008",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","New_Kiminonaha",122,TRUE,FALSE,NA,NA
"22","RT @GOPChairwoman: Pelosi can't get away with rewriting history.

In January, Democrats were all-consumed with a bogus impeachment.

What w…",FALSE,0,NA,2020-03-29 19:22:26,FALSE,NA,"1244344183961370625",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","jetmech2010",8382,TRUE,FALSE,NA,NA
"23","RT @ThatUmbrella: Here's you ""3 dollar"" comics the comic industry has been noting, only they ARENT 3 dollars. 

1. They're cover priced fro…",FALSE,0,NA,2020-03-29 19:22:26,FALSE,NA,"1244344183760007170",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","NathanKnox19",5,TRUE,FALSE,NA,NA
"24","RT @dhume: .<U+2066>@tavleen_singh<U+2069>: Modi fans on Twitter aren’t offended by cops who act like brutes or a government that doesn’t provide transpo…",FALSE,0,NA,2020-03-29 19:22:26,FALSE,NA,"1244344183650910210",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","vijramachandran",541,TRUE,FALSE,NA,NA
"25","RT @esaagar: This op-ed from 2 very respected epidemiologists is BLEAK. Essentially says widespread testing, ventilator production, and N95…",FALSE,0,NA,2020-03-29 19:22:26,FALSE,NA,"1244344183529365505",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","flet_jess",420,TRUE,FALSE,NA,NA
"26","RT @RepLeeZeldin: NY recently pursued reforms to save $ in Medicaid.

The 2nd coronavirus bill that passed Congress had a technical error w…",FALSE,0,NA,2020-03-29 19:22:26,FALSE,NA,"1244344183508303873",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Churchhill2112",1912,TRUE,FALSE,NA,NA
"27","RT @SkyNews: Coronavirus: Belarus president refuses to cancel anything - and says vodka and saunas will ward off coronavirus https://t.co/I…",FALSE,0,NA,2020-03-29 19:22:26,FALSE,NA,"1244344183466463233",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","riptheongreyjoy",657,TRUE,FALSE,NA,NA
