"","text","created"
"1","coronavirus italy in lockdown 
also italians","2020-03-15 23:59:59"
"2","review the below and visitfor information on steps that every american and community can take to","2020-03-15 23:59:59"
"3","our country is facing a medical and economic crisis the likes of which weve not seen in generations

our response must","2020-03-15 23:59:59"
"4","heres the other virus raging beneath the radar while the coronavirus gets all the attention the pandemic of stupidit","2020-03-15 23:59:59"
"5","protect ya neck against the coronavirus we are making a few thousand prints and distributing them across new york city fe","2020-03-15 23:59:59"
"6","i can tell you as someone who has been diagnosed with incurable stagembc in nov ofprayer helps god is good t","2020-03-15 23:59:59"
"7","china has closed down its last coronavirus hospital
not enough new cases to suppo them

 indian doctors successful i","2020-03-15 23:59:59"
"8","coronavirus latest 

 us death toll reaches 
 fed lowers interest rates to near zero
 new york ci","2020-03-15 23:59:59"
"9","trump denied the available who coronavirus test kit
 the week delay cost american lives
 after this delay os","2020-03-15 23:59:59"
"10","new the cdc has updated its coronavirus guidelines highlights
no gatherings ofpeople for at leastweeks
no large","2020-03-15 23:59:59"
"11","grandma charlotte what did you during the coronavirus epidemic

i stayed the fuck home ate junk food and watched bad t","2020-03-15 23:59:59"
"12","nobody is allowed to go outside in spain due to the coronavirus crisis 

but in order to keep people moving this spos i","2020-03-15 23:59:59"
"13","nashville is trying to solve a problem with no real blueprint how do you encourage visitation after a natural disa","2020-03-15 23:59:59"
"14","i dont trust trump or his sycophants trump had been paying it up at maralagoat all these places w people who","2020-03-15 23:59:59"
"15","coronavirus screening at us airpos causes hour wait in crowded lines","2020-03-15 23:59:59"
"16","cdc website link","2020-03-15 23:59:59"
"17","during the california fires i fell into the habit of spreading positive information regarding those in need many of my","2020-03-15 23:59:59"
"18","trump tried to poach german scientists working on a cure for coronavirus and offered cash so the vaccine would be excl","2020-03-15 23:59:59"
"19","the german health ministry confirmed a repo that trump offered large sums of money to the german pharmaceutical company","2020-03-15 23:59:59"
"20","due to coronavirus my summer body will be postponed untilthank you for understanding","2020-03-15 23:59:59"
"21","after disastrous communications during theanthrax attacks the cdc wrote a page manual for how to communicate dur","2020-03-15 23:59:59"
"22","all the toilet paper yall are buying protecting you from the coronavirus","2020-03-15 23:59:59"
"23","couple decide to recreate their canceled cruise coronavirus","2020-03-15 23:59:59"
"24","during the california fires i fell into the habit of spreading positive information regarding those in need many of my","2020-03-15 23:59:59"
"25","me when i get coronavirus","2020-03-15 23:59:59"
"26","what fuckin virus

the coronavirus christopher the fuckin coronavirus

hooo no more coronas the fuck are you talk","2020-03-15 23:59:59"
"27","breaking governor baker takes unprecedented steps to prevent the spread of the coronavirushe has amended theban o","2020-03-15 23:59:59"
"28","me laughing at coronavirus memes vs me finding out euphorias s production is postponing because of the virus","2020-03-15 23:59:59"
"29","one day coronavirus death toll
italy 
spain 
france","2020-03-15 23:59:59"
"30","breaking the cdc is recommending gatherings ofor more people over the nextweeks be postponed or cancelled","2020-03-15 23:59:59"
"31","i will get in trouble for this 

calling the coronavirus the china virus is not racist

it came from china not from c","2020-03-15 23:59:59"
"32","johns hopkins and gates foundation hosted coronavirus pandemic simulation last october

eventsimulated a global pande","2020-03-15 23:59:59"
"33","breaking cdc recommends the cancellation or postponement of all events withpeople or more for the nextweeks","2020-03-15 23:59:59"
"34","las vegas closures wynn resos closing its vegas casinos for at least two weeks amid coronavirus pandemic","2020-03-15 23:59:59"
"35","this story may gain more credence in the future","2020-03-15 23:59:59"
"36","to debate tonight at cnns studio in washington dc

with no audience due to the coronavirus","2020-03-15 23:59:59"
"37","president trump says the coronavirus is something that we have total control over 

completely and utterly false

the p","2020-03-15 23:59:59"
"38","tested negative for coronavirus goin boozer to cellarbrate cheers","2020-03-15 23:59:59"
"39","ohio closes restaurants and bars over coronavirus as new york official calls for similar shutdown","2020-03-15 23:59:59"
"40","due to coronavirus my summer body will be postponed untilthank you for understanding","2020-03-15 23:59:59"
"41","its just a matter of time the growth rate of covid is really very high 
lockdown india asap
saarc","2020-03-15 23:59:59"
"42","coronavirus 
never heard of it","2020-03-15 23:59:59"
"43","wow 

i have no words 

prominent german newspaper welt am sonntag repoed that trump had offered large sums of money to","2020-03-15 23:59:59"
"44","due to coronavirus my summer body will be postponed untilthank you for understanding","2020-03-15 23:59:59"
"45","remotework in coronavirus time","2020-03-15 23:59:59"
"46","protect ya neck against the coronavirus we are making a few thousand prints and distributing them across new york city fe","2020-03-15 23:59:59"
"47","breaking first dose for possible coronavirus vaccine to be trialled tomorrow in the united states","2020-03-15 23:59:59"
"48","stock futures plunged sunday afternoon minutes after trump announced that the federal reserve emba","2020-03-15 23:59:59"
"49","these folks may not have to wait for the rapture to see god","2020-03-15 23:59:59"
"50","an emergency room doctor at evergreenhealth the hospital thats been treating lots of the patients in the washington outbreak","2020-03-15 23:59:59"
"51","do your patriotic duty
 stay home
 clean hands frequently w alcoholbased hand rub or soapwater
 cover nose","2020-03-15 23:59:59"
"52","remember back on janwhen lockdown of wuhan was announced china only hadconfirmed deaths

they may well have underrep","2020-03-15 23:59:59"
"53","of americans say that they trust donald trump to handle the coronavirus crisis

he literally called the coronaviru","2020-03-15 23:59:59"
"54","ufeufeufeufeufeufe its a given the trumpkushner families are somehow making money off this cris","2020-03-15 23:59:59"
"55","simpsons writer says it is gross to see his classic episode fromyears ago perveed by trolls during the coronavirus outbr","2020-03-15 23:59:59"
"56","even as supply chains face disruption in the near term from the coronavirus disease covid in the longer term","2020-03-15 23:59:59"
"57","what this administration has done with coronavirus information dissemination has been an epic failure

uaaufef confusing in","2020-03-15 23:59:59"
"58","coronavirus can","2020-03-15 23:59:59"
"59","this

by now most people have accepted that coronavirus is going to put considerable pressure on our nhs yet as an nhs do","2020-03-15 23:59:59"
"60","the german health ministry confirmed a repo that trump offered large sums of money to the german pharmaceutical company","2020-03-15 23:59:59"
"61","given the fact that the health response to coronavirus is changing so rapidly im a bit bemused by the opinion tha","2020-03-15 23:59:59"
"62","breaking thehas cut interestrates to zero percent and will purchasebillion in bonds and securities to","2020-03-15 23:59:59"
"63","thank god for our nurses doctors and all first responders on the front line of nys fight against coronavirus we owe the","2020-03-15 23:59:59"
"64","thank god for our nurses doctors and all first responders on the front line of nys fight against coronavirus we owe the","2020-03-15 23:59:59"
"65","germany confirms that trump tried to buy firm working on coronavirus vaccineamericansociopath","2020-03-15 23:59:59"
"66","in the latest stunning us government failure to protect its citizens against covid officials allowed thousands of people t","2020-03-15 23:59:59"
"67","we ceainly cant count on that being his policy given that he tabled measures proposed by sens sanders and we","2020-03-15 23:59:59"
"68","please do not spread coronavirus by gathering in large groups

college kids","2020-03-15 23:59:59"
"69","trump denied the available who coronavirus test kit
 the week delay cost american lives
 after this delay os","2020-03-15 23:59:59"
"70","dhs chief calls coronavirus screening delays in chicago unacceptable","2020-03-15 23:59:59"
"71","okay this made me cry hard shaktoolik closed their village to mushers out of concern for coronavirus which would lea","2020-03-15 23:59:59"
"72","this coronavirus is slowly going to get worse people panicking everywhere and shops closing for weeks i feel bad","2020-03-15 23:59:59"
"73","the media are batsht crazy

the media are addicted to opposing trumpcoronavirus trump is their crack their next","2020-03-15 23:59:59"
"74","my dads korean restaurant in san francisco has lostof our business this past month due to coronavirus ufa if your","2020-03-15 23:59:59"
"75","gov cuomo is begging trump to mobilize the military to set up hospitals and stave off disaster biden proposed this la","2020-03-15 23:59:59"
"76","is he offering free tickets to italy

coronavirus","2020-03-15 23:59:59"
"77","fuck coronavirus 

all these jobs are closing up and people are losing money

we lived that checktocheck life for a long","2020-03-15 23:59:59"
"78","donald trump just made his coronavirus exposure scandal even worse for himself","2020-03-15 23:59:59"
"79","more coronavirus contradictions
trump its something we have tremendous control over
fauci the worst is yet ahead for","2020-03-15 23:59:59"
"80","andrew yang says the trump administration should give every american a universal basic income ofper month to h","2020-03-15 23:59:59"
"81","the cdc is out with new guidelines amidst the coronavirus pandemic

guidance gatherings ofor more people should be postpo","2020-03-15 23:59:59"
"82","theres no coronavirus in ba sing se","2020-03-15 23:59:59"
"83","breaking in albea k schools child care centres and postsecondary institutes will be closed due to the ongoing covid","2020-03-15 23:59:59"
"84","school cancelled and no toilet paper problem solved follow me for more rona survival tips coronavirus","2020-03-15 23:59:59"
"85","coronavirus lessons from the past in thespanish flu outbreak st louis cancelled its public events while philadelph","2020-03-15 23:59:59"
"86","flattenthecurve to reduce the impact of covid
uaufefpostpone or cancel nonessential travel outside of canada
uaufefpractice","2020-03-15 23:59:59"
"87","me laughing at coronavirus memes vs me finding out euphorias s production is postponing because of the virus","2020-03-15 23:59:59"
"88","this how ny niggas gotta get on the train now coronavirusupdates covidufc coronavirus coronapocalypse","2020-03-15 23:59:59"
"89","enjoy the coronavirus","2020-03-15 23:59:59"
"90","never forget who is responsible for the coronavirus pandemic china

china

lied to the world about outbreak they kne","2020-03-15 23:59:59"
"91","the growing covid outbreak americans are going to have to hunker down significantly more to fight coronavirus saysdr an","2020-03-15 23:59:59"
"92","panicbuying in eddington cambridge over the weekend pasta cereal soap and toilet roll all gone uf coronavirus","2020-03-15 23:59:59"
"93","breaking first dose for possible coronavirus vaccine to be trialled tomorrow in the united states","2020-03-15 23:59:59"
"94","ufuffcexactlyufuffc

lets ditch the social distancing hashtag and go with physicaldistancing

luckily we can still be soc","2020-03-15 23:59:58"
"95","ufsigns of improvementuf

china shuts down alltemporary coronavirus hospitals in wuhan

all patients have been discharged a","2020-03-15 23:59:58"
"96","you just cant fix stupidapparently some american churchgoers in arkansas have a great deal more i","2020-03-15 23:59:58"
"97","emergency medicine doctors are in critical condition as a result of coronavirus including one in the seattle area who i","2020-03-15 23:59:58"
"98","san bernardino county repos first case of novel coronavirus story coming","2020-03-15 23:59:58"
"99","new cases of the coronavirus today in the us 

with no chances of relief from the feds big financial moves","2020-03-15 23:59:58"
"100","taking measures to limit the spread of covid like closing schools and canceling events may seem drastic when few people","2020-03-15 23:59:58"
"101","if anyone is sick with coronavirus covid please tell uber to track your driver down we drivers dont have any access to","2020-03-15 23:59:58"
"102","fox news was racist before coronavirus they are racist during coronavirus and fox news will be racist after the coron","2020-03-15 23:59:58"
"103","after all with more experience sharing we will overcome the outbreak it is time for us to fight the great coronavi","2020-03-15 23:59:58"
"104","is the worst case scenario for coronavirus overblownwillmillion americans really need hospitalization th","2020-03-15 23:59:58"
"105","year old doctor in wuhan with covid was improving till her hea suddenly failed","2020-03-15 23:59:58"
"106","trumps coronavirus test cane back negative

also his iq test his empathy test his humanity test his cognitive ability t","2020-03-15 23:59:58"
"107","of americans dont remember just a little while ago trump was calling coronavirus a hoax was saying that it would be","2020-03-15 23:59:58"
"108","fromsouth korea has announced hundreds of new coronavirus cases in the space of only a few days and raised","2020-03-15 23:59:58"
"109","when do you ever get to drive like this in the city when theres a coronavirus pandemic this is the west side hwy yesterd","2020-03-15 23:59:58"
"110","breaking in the face of coronavirushealth care leaders and i have published an open letter inwith an urgent","2020-03-15 23:59:58"
"111","breaking in the face of coronavirushealth care leaders and i have published an open letter inwith an urgent","2020-03-15 23:59:58"
"112","in all seriousness no presidency at least in my lifetime is as responsive to public criticism as s

coronavirus respons","2020-03-15 23:59:58"
"113","first the coronavirus 
and now this
jesus christ","2020-03-15 23:59:58"
"114","breaking first dose for possible coronavirus vaccine to be trialled tomorrow in the united states","2020-03-15 23:59:58"
"115","i was prepping myself for an oddly empty airpo today and then i waitedminutes in the security que","2020-03-15 23:59:58"
"116","fwiw my take on all of the coronavirus newsguidancepredictionscommentary is this 

at this point i know everything i need","2020-03-15 23:59:58"
"117","what fuckin virus

the coronavirus christopher the fuckin coronavirus

hooo no more coronas the fuck are you talk","2020-03-15 23:59:58"
"118","breaking in the face of coronavirushealth care leaders and i have published an open letter inwith an urgent","2020-03-15 23:59:58"
"119","coronavirus latest 

 us death toll reaches 
 fed lowers interest rates to near zero
 new york ci","2020-03-15 23:59:58"
"120","thank you mayorandfor keeping our community safe covid coronavirus stlouis","2020-03-15 23:59:58"
"121","unsure why people who work for airlines are acting like theyre the only industry being affected by the coronavirus outbreak","2020-03-15 23:59:58"
"122","in neworleansnews cases of the coronavirus covid have been repoed","2020-03-15 23:59:58"
"123","the world reacting to the coronavirus coronapocalypse","2020-03-15 23:59:58"
"124","everyone mass cooperation is the only way we get through this help your elderly neighbors cancelling kids bihdays","2020-03-15 23:59:58"
"125","breaking us official first coronavirus vaccine trial today in us","2020-03-15 23:59:58"
"126","coronavirus may want me but the grim reaper is the one i love","2020-03-15 23:59:58"
"127","breaking
gov baker orders major changes due to covid
schools closed forweeks
restaurants will be takeout only","2020-03-15 23:59:58"
"128","how ginger ale looking at coronavirus","2020-03-15 23:59:58"
"129","another way this coronavirus outbreak is a nightmare for people with chronic illnesses andor autoimmune disorders is unde","2020-03-15 23:59:58"
"130","honble prime minister shriji has shared the real meaning message of vasudhaiva kutumbakam today colle","2020-03-15 23:59:58"
"131","due to coronavirus my summer body will be postponed untilthank you for understanding","2020-03-15 23:59:58"
"132","a former police officer is thought to be the british youngest fatal victim of the coronavirus pandemic

nick matthews","2020-03-15 23:59:58"
"133","she did it again
sound on

morgan freeman narratesanother different 
grandma sandy video 
 
h","2020-03-15 23:59:58"
"134","cdc announces its recommending no gatherings ofpeople anywhere in the united states for at least eight weeks spos","2020-03-15 23:59:58"
"135","coronavirus patients not selfisolating could be arrested as ministers plan police powersitv news","2020-03-15 23:59:58"
"136","what about russia has anyone heard of any repoing if they have any cases of coronavirus there","2020-03-15 23:59:58"
"137","im an epidemiologist when i heard about britains herd immunity coronavirus plan i thought it was satirecoronavirus ou","2020-03-15 23:59:58"
"138","ehc bielbienne swiss nla head coach antti tormanen has tested positive for coronavirus hockeytwitter","2020-03-15 23:59:58"
"139","tonights demdebate will take place at cnns dc studio instead of arizona due to the coronavirus pandemic with no live audi","2020-03-15 23:59:58"
"140","i will not eat at any restaurant until the coronavirus has passed i walked into a texmex storethe guy making t","2020-03-15 23:59:58"
"141","our first case of the coronavirus and the man that has it refused treatment and left the facility our governor of ken","2020-03-15 23:59:58"
"142","trumpuffauf","2020-03-15 23:59:58"
"143","albea classes cancelled childcare centres closing amid covid pandemic","2020-03-15 23:59:58"
"144","with oakland schools closing due to the coronavirus steph and ayesha curry are looking to help donatemillion meals","2020-03-15 23:59:58"
"145","is it coronavirus or just the dabs hitting","2020-03-15 23:59:58"
"146","after i sweep into power like sulla right at the top of my proscription lists will be any and all public school offici","2020-03-15 23:59:58"
"147","when we have a coronavirus vaccine ready to go it should be made widely available free of charge period","2020-03-15 23:59:58"
"148","this about to be me with my dog since he cant get coronavirus someones got to cook clean and work if i get it tiktok","2020-03-15 23:59:58"
"149","trump tried to poach german scientists working on a cure for coronavirus and offered cash so the vaccine would be excl","2020-03-15 23:59:58"
"150","we have it very well under control
we pretty much shut it down
the numbers are going to get progressively better","2020-03-15 23:59:58"
"151","reality the bars are closing","2020-03-15 23:59:58"
"152","do these five simple things to help stop coronavirus covid 

do the five 
ufefue hands wash them often
ufefue elbow cough int","2020-03-15 23:59:58"
"153","breaking first dose for possible coronavirus vaccine to be trialled tomorrow in the united states","2020-03-15 23:59:58"
"154","about bloody time boris johnson to hold daily coronavirus press briefings","2020-03-15 23:59:58"
"155","stay home for the sake of others

i cannot believe people are still even going out to bars in the usuk it is lit","2020-03-15 23:59:58"
"156","soros will donate millions to fund his political agenda but has he spent one cent on coronavirus aid to help regular amer","2020-03-15 23:59:58"
"157","this about to be me with my dog since he cant get coronavirus someones got to cook clean and work if i get it tiktok","2020-03-15 23:59:58"
"158","the number of coronavirus cases worldwide has surpassedof thosehave diedhave recovered and","2020-03-15 23:59:58"
"159","perspective clevelands double crisiscoronavirus and a shrinking number of repoers to cover it","2020-03-15 23:59:58"
"160","breaking in the face of coronavirushealth care leaders and i have published an open letter inwith an urgent","2020-03-15 23:59:58"
"161","people get upset and annoyed at me when i tweet about the coronavirus when i urge people to stay in and avoid crowds my favo","2020-03-15 23:59:58"
"162","update german firm curevac will not make a coronavirus vaccine exclusively available to the us per trumps requests","2020-03-15 23:59:58"
"163","what to do during this coronavirus hysteria

wash hands frequently stay away from crowds self quarantine if sick and above","2020-03-15 23:59:58"
"164","what a time to be alive makeitreign","2020-03-15 23:59:58"
"165","trump is now saying he was right about google in fact as we all know he liedhes still lying nowand it tells yo","2020-03-15 23:59:58"
"166","the coronavirus is a medical emergency but rolling behind that storm is coming an economic emergency we must prepare","2020-03-15 23:59:58"
"167","nana addo just gave a speech about cancellation of social gathering and see how students are celebrating it why wont the co","2020-03-15 23:59:58"
"168","to get more supplies in our grocery stores more quickly i will remove any regulatory barrier that stands in the way 

t","2020-03-15 23:59:58"
"169","theres no coronavirus in ba sing se","2020-03-15 23:59:58"
"170","breaking first dose for possible coronavirus vaccine to be trialled tomorrow in the united states","2020-03-15 23:59:58"
"171","president trump repoedly offered aboutbillion to a german firm working on a coronavirus vaccine raising fears in b","2020-03-15 23:59:58"
"172","a complete list of trumps attempts to play down coronavirus","2020-03-15 23:59:58"
"173","me after telling work im self isolating coronavirus","2020-03-15 23:59:58"
"174","im not monday morning quaerbacking on friday but by trump saying stay calm it will go away about the coronavir","2020-03-15 23:59:58"
"175","a clinical trial evaluating a vaccine designed to protect against the new coronavirus will begin monday according to a","2020-03-15 23:59:58"
"176","why outbreaks like coronavirus spread exponentially and how to flatten the curve","2020-03-15 23:59:57"
"177","cc
coronavirus response in california per gov newsom

 bars nightclubs wineries and","2020-03-15 23:59:57"
"178","breaking first dose for possible coronavirus vaccine to be trialled tomorrow in the united states","2020-03-15 23:59:57"
"179","due to the coronavirus outbreak and subsequent eventtravel restrictions across europe thehas been postpo","2020-03-15 23:59:57"
"180","nobody is allowed to go outside in spain due to the coronavirus crisis 

but in order to keep people moving this spos i","2020-03-15 23:59:57"
"181","due to coronavirus my summer body will be postponed untilthank you for understanding","2020-03-15 23:59:57"
"182","coronavirus has scared me not the virus itself but for americans to be controlled by the media the way they are for th","2020-03-15 23:59:57"
"183","coronavirus coveragein tacoma wa and in allcomm","2020-03-15 23:59:57"
"184","this a pathetic tweet from a pathetic gop dolt who is running for us senate who recently stated coronavirus could be big b","2020-03-15 23:59:57"
"185","msnbc guest fewer dems will die from coronavirus because theyre smaer than trump suppoers 

uf yea ok so whos ea","2020-03-15 23:59:57"
"186","how coronavirus walking around once everybody get quarantined","2020-03-15 23:59:57"
"187","vittorio gregotti the architect urbanist and writer who laid the groundwork for the venice architecture biennale died to","2020-03-15 23:59:57"
"188","at drivethrough covid testing centers in south korea the test takesminutes at most

results are texted to you usually t","2020-03-15 23:59:57"
"189","breaking in the face of coronavirushealth care leaders and i have published an open letter inwith an urgent","2020-03-15 23:59:57"
"190","we need a rescue mission for all the personal assistants trapped in quarantine wtheir celebrity clients to film their","2020-03-15 23:59:57"
"191","all the toilet paper yall are buying protecting you from the coronavirus","2020-03-15 23:59:57"
"192","the government must act","2020-03-15 23:59:57"
"193","azar wont say how many ventilators the us has on hand to fight coronavirus he cites national security","2020-03-15 23:59:57"
"194","coronavirus cancelling all the best moments of our life","2020-03-15 23:59:57"
"195","were closely monitoring the coronavirus situationfollowing the direction of the dept of health 

for now our r","2020-03-15 23:59:57"
"196","you can be the one who prevents your friends and family from getting coronavirus 

its not selfish to stay inside and","2020-03-15 23:59:57"
"197","per statistics number of worldwide deaths janfeb

coronavirus
common cold
malaria","2020-03-15 23:59:57"
"198","domestic travel restrictions are likely not in the immediate future but are possible as the us refines its response to the","2020-03-15 23:59:57"
"199","because clearly coronavirus its not a healthcare issue what is chris cuomo demented","2020-03-15 23:59:57"
"200","people get upset and annoyed at me when i tweet about the coronavirus when i urge people to stay in and avoid crowds my favo","2020-03-15 23:59:57"
"201","here are some of indias effos towards combatting the menace of covid novel coronavirus","2020-03-15 23:59:57"
"202","coronavirus italy in lockdown 
also italians","2020-03-15 23:59:57"
"203","some new timing guidance for those with upcoming weddings conferences conces 

 recommends for the nextwee","2020-03-15 23:59:57"
"204","ive heard of an old bill that would enable members of congress to viually paicipate in committee hear","2020-03-15 23:59:57"
"205","people get upset and annoyed at me when i tweet about the coronavirus when i urge people to stay in and avoid crowds my favo","2020-03-15 23:59:57"
"206","when no one wants to socializecoronavirus covid lame fakenews","2020-03-15 23:59:57"
"207","trump denied the available who coronavirus test kit
 the week delay cost american lives
 after this delay os","2020-03-15 23:59:57"
"208","how coronavirus walking around once everybody get quarantined","2020-03-15 23:59:57"
"209","you know donald says he has tested negative for coronavirusbut why should we believe himhe has lied ove","2020-03-15 23:59:57"
"210","how concerned are americans about coronavirus so far","2020-03-15 23:59:57"
"211","golden state warriors guard steph curry and his wife ayeesha are teaming up with a food bank to provide more thanmillion meal","2020-03-15 23:59:57"
"212","breaking the cdc is recommending gatherings ofor more people over the nextweeks be postponed or cancelled","2020-03-15 23:59:57"
"213","breaking first dose for possible coronavirus vaccine to be trialled tomorrow in the united states","2020-03-15 23:59:57"
"214","dow futures off by more thanpoints even after the fed slashes rates to boost the economy during the coronavirus pande","2020-03-15 23:59:57"
"215","a reminder ahead of this debate tonight bernie sanders was asked if he would have shut down travel specifically from ch","2020-03-15 23:59:57"
"216","if ur out here paying with hundreds of people this weekend because school let out you literally deserve tk get the coro","2020-03-15 23:59:57"
"217","trump wanted to limit coronavirus testing because he wanted good newsrolling stone","2020-03-15 23:59:57"
"218","trump walks off and refuses to answer questions after calling for the media to apologize to him at coronavirus presser","2020-03-15 23:59:57"
"219","coronavirushit cruise ship in diplomatic scramble to find somewhere to dockback out tosea","2020-03-15 23:59:57"
"220","coronavirus deaths repoed so far

china 
italy 

new deaths in lasthours

china 
italy","2020-03-15 23:59:57"
"221","wait if i get the coronavirus theoreticallywould i lose weight like when you get the flu haha just kidding","2020-03-15 23:59:57"
"222","god is watching lets not give up on praying for the affected persons ever since corona virus came into existence","2020-03-15 23:59:57"
"223","dance monkey caused coronavirus","2020-03-15 23:59:57"
"224","well get through this together by following the advice of the expes","2020-03-15 23:59:57"
"225","cdc recommends that for the nextweeks organizers cancel or postpone inperson events that consist ofpeople or more th","2020-03-15 23:59:57"
"226","tested negative for coronavirus goin boozer to cellarbrate cheers","2020-03-15 23:59:57"
"227","due to coronavirus my summer body will be postponed untilthank you for understanding","2020-03-15 23:59:57"
"228","so many expes coronavirus influential entrepreneurs call for school shutdown border closure","2020-03-15 23:59:57"
"229","breaking there will be daily coronavirus press conferences staing on monday in the uk on covid hosted by the the prim","2020-03-15 23:59:57"
"230","lucian grainge the chairman and ceo of universal music group has been hospitalized after being diagnosed with covid

as th","2020-03-15 23:59:57"
"231","clearly despite media repos to the contrary and democrat demagoguery a tremendous amount has been done and is bei","2020-03-15 23:59:57"
"232","breaking cdc recommends the cancellation or postponement of all events withpeople or more for the nextweeks","2020-03-15 23:59:57"
"233","if you like bouncing balls explaining how to slow down coronavirus my latest story in theis for you","2020-03-15 23:59:57"
"234","u marchui will voluntarily summarize the update data and make a line cha in real time to better understan","2020-03-15 23:59:57"
"235","due to coronavirus my summer body will be postponed untilthank you for understanding","2020-03-15 23:59:57"
"236","people get upset and annoyed at me when i tweet about the coronavirus when i urge people to stay in and avoid crowds my favo","2020-03-15 23:59:57"
"237","due to coronavirus my summer body will be postponed untilthank you for understanding","2020-03-15 23:59:57"
"238","a disdain for science neglectingfuture risk lack of global leadership coronavirus reveals fault lines familiar to thos","2020-03-15 23:59:57"
"239","andrew yang says the trump administration should give every american a universal basic income ofper month to h","2020-03-15 23:59:57"
"240","this is big homeless families are taking over vacant homes in la owned by the state

with the coronavirus the","2020-03-15 23:59:57"
"241","breaking the cdc is recommending gatherings ofor more people over the nextweeks be postponed or cancelled","2020-03-15 23:59:57"
"242","your first priority should be protecting your employees in the workplace","2020-03-15 23:59:57"
"243","with or without the coronavirus i wouldve been in my house anyway","2020-03-15 23:59:57"
"244","when we have a coronavirus vaccine ready to go it should be made widely available free of charge period","2020-03-15 23:59:57"
"245","more","2020-03-15 23:59:57"
"246","my coronavirus storyuf","2020-03-15 23:59:57"
"247","germanys health ministry is confirming this bombshell story from german media outlet","2020-03-15 23:59:57"
"248","last orders ireland closes all pubs on eve of st patricks day","2020-03-15 23:59:57"
"249","futures plummet after fed slashes ratesspeaks
such a move by central banks globally shows they understand","2020-03-15 23:59:57"
"250","lady gaga opts to selfquarantine amid coronavirus outbreak its the kindest thing we can","2020-03-15 23:59:57"
"251","in the latest stunning us government failure to protect its citizens against covid officials allowed thousands of people t","2020-03-15 23:59:57"
"252","azar wont say how many ventilators the us has on hand to fight coronavirus he cites national security","2020-03-15 23:59:57"
"253","you know what would come in handy during a real crisisa credible media coronavirus","2020-03-15 23:59:57"
"254","breaking cdc recommends the cancellation or postponement of all events withpeople or more for the nextweeks","2020-03-15 23:59:57"
"255","as coronavirus spreads across the globe the vacation rental company airbnb expanded its extenuating circumstances policy yesterda","2020-03-15 23:59:57"
"256","this how ny niggas gotta get on the train now coronavirusupdates covidufc coronavirus coronapocalypse","2020-03-15 23:59:57"
"257","if youre stuck inside with your babes now is the time to play my latest mix until the new one comes many thanks xx coronavi","2020-03-15 23:59:57"
"258","hearing original joes restaurant in noh beach just closed indefinitely and blasted rems its the end of the world as we","2020-03-15 23:59:57"
"259","after disastrous communications during theanthrax attacks the cdc wrote a page manual for how to communicate dur","2020-03-15 23:59:57"
"260","people get upset and annoyed at me when i tweet about the coronavirus when i urge people to stay in and avoid crowds my favo","2020-03-15 23:59:57"
"261","did you know

on the washington post was writing the flu is a much bigger threat than the coronavirus

on pr","2020-03-15 23:59:57"
"262","this is heabreaking can we pause for a moment to acknowledge the huge risk health services staff put themselves thro","2020-03-15 23:59:57"
"263","these onlyfans girls better capitalize from this coronavirus lotta people gonna be at home bored with there dick in they","2020-03-15 23:59:56"
"264","former house intel attorney tests positive for coronavirus","2020-03-15 23:59:56"
"265","happening now theemergency teletown hall on coronavirus stas at pm et ufa 
 edwill joi","2020-03-15 23:59:56"
"266","i am sending my sincere thanks to every health worker around the ufd fighting the coronavirus we know that covid is puttin","2020-03-15 23:59:56"
"267","chairman and ceo of universal music diagnosed with coronavirus

the virus simply has a preference for people withfig","2020-03-15 23:59:56"
"268","even the terrorists are social distancing","2020-03-15 23:59:56"
"269","this frontline doctors testimony is difficult shockingbrutal reading but it is honest and downing street should b","2020-03-15 23:59:56"
"270","just in federal reserve cuts rates to zero","2020-03-15 23:59:56"
"271","in happier corona news this guy doing this with sink plungers yeah weird i know still some light relief","2020-03-15 23:59:56"
"272","paramedicbecomes one of italys youngest coronavirus victims","2020-03-15 23:59:56"
"273","here are excerpts of my address to the nation on the updates taken to combat the spread of coronavirus","2020-03-15 23:59:56"
"274","hi twitter this is yakis roomate a little bit ago she was quarantined in a holding cell unable to contact anyone to our","2020-03-15 23:59:56"
"275","sa government response to coronavirus","2020-03-15 23:59:56"
"276","pope francis made surprise visits to two churches in rome praying at a crucifix dating back to theplague with the pope see","2020-03-15 23:59:56"
"277","coronavirus latest 

 us death toll reaches 
 fed lowers interest rates to near zero
 new york ci","2020-03-15 23:59:56"
"278","oh my godddufufuf 
anna farris finds out you have coronavirus","2020-03-15 23:59:56"
"279","the uk approach to coronavirus is it wise","2020-03-15 23:59:56"
"280","for all his obsession with the fed and cutting ratesdoesnt explain at all how their decision to cut r","2020-03-15 23:59:56"
"281","and another fugger hahahuniversal music chief lucian grainge hospitalized with coronavirusvia","2020-03-15 23:59:56"
"282","please note new uu guidelines for the nextweeks events in the us withor more people should be canceled or p","2020-03-15 23:59:56"
"283","breaking first dose for possible coronavirus vaccine to be trialled tomorrow in the united states","2020-03-15 23:59:56"
"284","were getting serious about coronavirus by having all americans in europe come home in the span of about three days at a ti","2020-03-15 23:59:56"
"285","slowing and spreading out the tidal wave of cases will save lives flattening the curve keeps society going","2020-03-15 23:59:56"
